Time(ms), Neuron number, Voltage (mV)
153.400000, 0, -58.186264
153.400000, 1, -64.164955
153.400000, 2, -67.777184
153.400000, 3, -46.382786
153.500000, 0, -57.944798
153.500000, 1, -64.023483
153.500000, 2, -67.711082
153.500000, 3, -45.113686
153.600000, 0, -57.693073
153.600000, 1, -63.873363
153.600000, 2, -67.644661
153.600000, 3, -43.664890
153.700000, 0, -57.430244
153.700000, 1, -63.714790
153.700000, 2, -67.577911
153.700000, 3, -41.993668
153.800000, 0, -57.155354
153.800000, 1, -63.547916
153.800000, 2, -67.510818
153.800000, 3, -40.042725
153.900000, 0, -56.867325
153.900000, 1, -63.372871
153.900000, 2, -67.443398
153.900000, 3, -37.733517
154.000000, 0, -56.564957
154.000000, 1, -63.189739
154.000000, 2, -67.375633
154.000000, 3, -34.955505
154.100000, 0, -56.246895
154.100000, 1, -62.998569
154.100000, 2, -67.307518
154.100000, 3, -31.548288
154.200000, 0, -55.911606
154.200000, 1, -62.799377
154.200000, 2, -67.239044
154.200000, 3, -27.270401
154.300000, 0, -55.557350
154.300000, 1, -62.592136
154.300000, 2, -67.170212
154.300000, 3, -21.741816
154.400000, 0, -55.182144
154.400000, 1, -62.376781
154.400000, 2, -67.101013
154.400000, 3, -14.330433
154.500000, 0, -54.783714
154.500000, 1, -62.153198
154.500000, 2, -67.031441
154.500000, 3, -3.908335
154.600000, 0, -54.359440
154.600000, 1, -61.921234
154.600000, 2, -66.961487
154.600000, 3, 11.732042
154.700000, 0, -53.906303
154.700000, 1, -61.680687
154.700000, 2, -66.891136
154.700000, 3, 37.496239
154.800000, 0, -53.420792
154.800000, 1, -61.431309
154.800000, 2, -66.820396
154.800000, 3, -55.004162
154.900000, 0, -52.898788
154.900000, 1, -61.172791
154.900000, 2, -66.749245
154.900000, 3, -55.005722
155.000000, 0, -52.335457
155.000000, 1, -60.904762
155.000000, 2, -66.677681
155.000000, 3, -55.004532
155.100000, 0, -51.725060
155.100000, 1, -60.626801
155.100000, 2, -66.605682
155.100000, 3, -55.000435
155.200000, 0, -51.060760
155.200000, 1, -60.338406
155.200000, 2, -66.533249
155.200000, 3, -54.993267
155.300000, 0, -50.334312
155.300000, 1, -60.039001
155.300000, 2, -66.460373
155.300000, 3, -54.982853
155.400000, 0, -49.535728
155.400000, 1, -59.727924
155.400000, 2, -66.387039
155.400000, 3, -54.969006
155.500000, 0, -48.652744
155.500000, 1, -59.404411
155.500000, 2, -66.313232
155.500000, 3, -54.951527
155.600000, 0, -47.670177
155.600000, 1, -59.067596
155.600000, 2, -66.238953
155.600000, 3, -54.930206
155.700000, 0, -46.568993
155.700000, 1, -58.716492
155.700000, 2, -66.164177
155.700000, 3, -54.904812
155.800000, 0, -45.325005
155.800000, 1, -58.349957
155.800000, 2, -66.088890
155.800000, 3, -54.875103
155.900000, 0, -43.907036
155.900000, 1, -57.966694
155.900000, 2, -66.013092
155.900000, 3, -54.840824
156.000000, 0, -42.274204
156.000000, 1, -57.565220
156.000000, 2, -65.936760
156.000000, 3, -54.801697
156.100000, 0, -40.371887
156.100000, 1, -57.143829
156.100000, 2, -65.859879
156.100000, 3, -54.757416
156.200000, 0, -38.125469
156.200000, 1, -56.700562
156.200000, 2, -65.782425
156.200000, 3, -54.707661
156.300000, 0, -35.430401
156.300000, 1, -56.233154
156.300000, 2, -65.704399
156.300000, 3, -54.652081
156.400000, 0, -32.135769
156.400000, 1, -55.738991
156.400000, 2, -65.625771
156.400000, 3, -54.590302
156.500000, 0, -28.015795
156.500000, 1, -55.215023
156.500000, 2, -65.546539
156.500000, 3, -54.521912
156.600000, 0, -22.717848
156.600000, 1, -54.657696
156.600000, 2, -65.466675
156.600000, 3, -54.446461
156.700000, 0, -15.660985
156.700000, 1, -54.062832
156.700000, 2, -65.386154
156.700000, 3, -54.363468
156.800000, 0, -5.821266
156.800000, 1, -53.425491
156.800000, 2, -65.304970
156.800000, 3, -54.272400
156.900000, 0, 8.772673
156.900000, 1, -52.739807
156.900000, 2, -65.223091
156.900000, 3, -54.172672
157.000000, 0, 32.401615
157.000000, 1, -51.998753
157.000000, 2, -65.140503
157.000000, 3, -54.063648
157.100000, 0, -65.599663
157.100000, 1, -51.193844
157.100000, 2, -65.057182
157.100000, 3, -53.944618
157.200000, 0, -66.180054
157.200000, 1, -50.314751
157.200000, 2, -64.973106
157.200000, 3, -53.814804
157.300000, 0, -66.738907
157.300000, 1, -49.348778
157.300000, 2, -64.888245
157.300000, 3, -53.673344
157.400000, 0, -67.274338
157.400000, 1, -48.280140
157.400000, 2, -64.802582
157.400000, 3, -53.519272
157.500000, 0, -67.784813
157.500000, 1, -47.088993
157.500000, 2, -64.716080
157.500000, 3, -53.351517
157.600000, 0, -68.269157
157.600000, 1, -45.750038
157.600000, 2, -64.628723
157.600000, 3, -53.168877
157.700000, 0, -68.726570
157.700000, 1, -44.230549
157.700000, 2, -64.540474
157.700000, 3, -52.969994
157.800000, 0, -69.156593
157.800000, 1, -42.487442
157.800000, 2, -64.451309
157.800000, 3, -52.753349
157.900000, 0, -69.559067
157.900000, 1, -40.462887
157.900000, 2, -64.361191
157.900000, 3, -52.517216
158.000000, 0, -69.934128
158.000000, 1, -38.077503
158.000000, 2, -64.270096
158.000000, 3, -52.259617
158.100000, 0, -70.282173
158.100000, 1, -35.219421
158.100000, 2, -64.177979
158.100000, 3, -51.978306
158.200000, 0, -70.603790
158.200000, 1, -31.726059
158.200000, 2, -64.084801
158.200000, 3, -51.670704
158.300000, 0, -70.899773
158.300000, 1, -27.352232
158.300000, 2, -63.990536
158.300000, 3, -51.333820
158.400000, 0, -71.171043
158.400000, 1, -21.711237
158.400000, 2, -63.895134
158.400000, 3, -50.964195
158.500000, 0, -71.418640
158.500000, 1, -14.158223
158.500000, 2, -63.798557
158.500000, 3, -50.557774
158.600000, 0, -71.643684
158.600000, 1, -3.538782
158.600000, 2, -63.700760
158.600000, 3, -50.109802
158.700000, 0, -71.847359
158.700000, 1, 12.416141
158.700000, 2, -63.601692
158.700000, 3, -49.614647
158.800000, 0, -72.030853
158.800000, 1, 38.778633
158.800000, 2, -63.501308
158.800000, 3, -49.065594
158.900000, 0, -72.195396
158.900000, 1, -64.954735
158.900000, 2, -63.399555
158.900000, 3, -48.454571
159.000000, 0, -72.342186
159.000000, 1, -64.897415
159.000000, 2, -63.296379
159.000000, 3, -47.771790
159.100000, 0, -72.472404
159.100000, 1, -64.828529
159.100000, 2, -63.191727
159.100000, 3, -47.005272
159.200000, 0, -72.587212
159.200000, 1, -64.748543
159.200000, 2, -63.085529
159.200000, 3, -46.140198
159.300000, 0, -72.687721
159.300000, 1, -64.657890
159.300000, 2, -62.977730
159.300000, 3, -45.158009
159.400000, 0, -72.774986
159.400000, 1, -64.556976
159.400000, 2, -62.868256
159.400000, 3, -44.035168
159.500000, 0, -72.850006
159.500000, 1, -64.446175
159.500000, 2, -62.757038
159.500000, 3, -42.741394
159.600000, 0, -72.913750
159.600000, 1, -64.325821
159.600000, 2, -62.643997
159.600000, 3, -41.237057
159.700000, 0, -72.967117
159.700000, 1, -64.196228
159.700000, 2, -62.529057
159.700000, 3, -39.469330
159.800000, 0, -73.010933
159.800000, 1, -64.057663
159.800000, 2, -62.412128
159.800000, 3, -37.366245
159.900000, 0, -73.045990
159.900000, 1, -63.910374
159.900000, 2, -62.293118
159.900000, 3, -34.827282
160.000000, 0, -73.073013
160.000000, 1, -63.754559
160.000000, 2, -62.171936
160.000000, 3, -31.707865
160.100000, 0, -73.092682
160.100000, 1, -63.590389
160.100000, 2, -62.048473
160.100000, 3, -27.792669
160.200000, 0, -73.105621
160.200000, 1, -63.417999
160.200000, 2, -61.922623
160.200000, 3, -22.747187
160.300000, 0, -73.112404
160.300000, 1, -63.237492
160.300000, 2, -61.794266
160.300000, 3, -16.024027
160.400000, 0, -73.113564
160.400000, 1, -63.048923
160.400000, 2, -61.663280
160.400000, 3, -6.666658
160.500000, 0, -73.109589
160.500000, 1, -62.852322
160.500000, 2, -61.529533
160.500000, 3, 7.145598
160.600000, 0, -73.100922
160.600000, 1, -62.647667
160.600000, 2, -61.392883
160.600000, 3, 29.304085
160.700000, 0, -73.087975
160.700000, 1, -62.434906
160.700000, 2, -61.253170
160.700000, 3, 69.627663
160.800000, 0, -73.071121
160.800000, 1, -62.213943
160.800000, 2, -61.110233
160.800000, 3, -55.307369
160.900000, 0, -73.050705
160.900000, 1, -61.984638
160.900000, 2, -60.963898
160.900000, 3, -55.628780
161.000000, 0, -73.027039
161.000000, 1, -61.746807
161.000000, 2, -60.813972
161.000000, 3, -55.964222
161.100000, 0, -73.000404
161.100000, 1, -61.500206
161.100000, 2, -60.660255
161.100000, 3, -56.313553
161.200000, 0, -72.971069
161.200000, 1, -61.244549
161.200000, 2, -60.502522
161.200000, 3, -56.676521
161.300000, 0, -72.939270
161.300000, 1, -60.979492
161.300000, 2, -60.340538
161.300000, 3, -57.052738
161.400000, 0, -72.905220
161.400000, 1, -60.704620
161.400000, 2, -60.174042
161.400000, 3, -57.441685
161.500000, 0, -72.869118
161.500000, 1, -60.419456
161.500000, 2, -60.002758
161.500000, 3, -57.842690
161.600000, 0, -72.831146
161.600000, 1, -60.123451
161.600000, 2, -59.826382
161.600000, 3, -58.254936
161.700000, 0, -72.791466
161.700000, 1, -59.815968
161.700000, 2, -59.644585
161.700000, 3, -58.677475
161.800000, 0, -72.750221
161.800000, 1, -59.496273
161.800000, 2, -59.457008
161.800000, 3, -59.109211
161.900000, 0, -72.707550
161.900000, 1, -59.163536
161.900000, 2, -59.263260
161.900000, 3, -59.548916
162.000000, 0, -72.663574
162.000000, 1, -58.816795
162.000000, 2, -59.062908
162.000000, 3, -59.995232
162.100000, 0, -72.618408
162.100000, 1, -58.454960
162.100000, 2, -58.855484
162.100000, 3, -60.446712
162.200000, 0, -72.572151
162.200000, 1, -58.076786
162.200000, 2, -58.640469
162.200000, 3, -60.901802
162.300000, 0, -72.524902
162.300000, 1, -57.680843
162.300000, 2, -58.417294
162.300000, 3, -61.358883
162.400000, 0, -72.476738
162.400000, 1, -57.265495
162.400000, 2, -58.185333
162.400000, 3, -61.816288
162.500000, 0, -72.427727
162.500000, 1, -56.828857
162.500000, 2, -57.943897
162.500000, 3, -62.272327
162.600000, 0, -72.377953
162.600000, 1, -56.368759
162.600000, 2, -57.692211
162.600000, 3, -62.725307
162.700000, 0, -72.327469
162.700000, 1, -55.882698
162.700000, 2, -57.429413
162.700000, 3, -63.173557
162.800000, 0, -72.276337
162.800000, 1, -55.367752
162.800000, 2, -57.154552
162.800000, 3, -63.615459
162.900000, 0, -72.224602
162.900000, 1, -54.820526
162.900000, 2, -56.866554
162.900000, 3, -64.049469
163.000000, 0, -72.172318
163.000000, 1, -54.237034
163.000000, 2, -56.564217
163.000000, 3, -64.474129
163.100000, 0, -72.119522
163.100000, 1, -53.612576
163.100000, 2, -56.246185
163.100000, 3, -64.888084
163.200000, 0, -72.066261
163.200000, 1, -52.941570
163.200000, 2, -55.910927
163.200000, 3, -65.290123
163.300000, 0, -72.012566
163.300000, 1, -52.217350
163.300000, 2, -55.556698
163.300000, 3, -65.679161
163.400000, 0, -71.958466
163.400000, 1, -51.431885
163.400000, 2, -55.181519
163.400000, 3, -66.054253
163.500000, 0, -71.903992
163.500000, 1, -50.575424
163.500000, 2, -54.783115
163.500000, 3, -66.414627
163.600000, 0, -71.849174
163.600000, 1, -49.636017
163.600000, 2, -54.358871
163.600000, 3, -66.759621
163.700000, 0, -71.794037
163.700000, 1, -48.598862
163.700000, 2, -53.905766
163.700000, 3, -67.088768
163.800000, 0, -71.738594
163.800000, 1, -47.445400
163.800000, 2, -53.420280
163.800000, 3, -67.401718
163.900000, 0, -71.682869
163.900000, 1, -46.152081
163.900000, 2, -52.898304
163.900000, 3, -67.698265
164.000000, 0, -71.626877
164.000000, 1, -44.688564
164.000000, 2, -52.334999
164.000000, 3, -67.978340
164.100000, 0, -71.570641
164.100000, 1, -43.015125
164.100000, 2, -51.724628
164.100000, 3, -68.241982
164.200000, 0, -71.514168
164.200000, 1, -41.078751
164.200000, 2, -51.060352
164.200000, 3, -68.489342
164.300000, 0, -71.457481
164.300000, 1, -38.807163
164.300000, 2, -50.333935
164.300000, 3, -68.720657
164.400000, 0, -71.400581
164.400000, 1, -36.099327
164.400000, 2, -49.535374
164.400000, 3, -68.936272
164.500000, 0, -71.343483
164.500000, 1, -32.809769
164.500000, 2, -48.652416
164.500000, 3, -69.136574
164.600000, 0, -71.286194
164.600000, 1, -28.721588
164.600000, 2, -47.669876
164.600000, 3, -69.322021
164.700000, 0, -71.228729
164.700000, 1, -23.497410
164.700000, 2, -46.568714
164.700000, 3, -69.493118
164.800000, 0, -71.171089
164.800000, 1, -16.584335
164.800000, 2, -45.324749
164.800000, 3, -69.650406
164.900000, 0, -71.113281
164.900000, 1, -7.014458
164.900000, 2, -43.906803
164.900000, 3, -69.794441
165.000000, 0, -71.055321
165.000000, 1, 7.058783
165.000000, 2, -42.273998
165.000000, 3, -69.925819
165.100000, 0, -70.997200
165.100000, 1, 29.594219
165.100000, 2, -40.371708
165.100000, 3, -70.045143
165.200000, 0, -70.938927
165.200000, 1, 70.625473
165.200000, 2, -38.125313
165.200000, 3, -70.153000
165.300000, 0, -70.880508
165.300000, 1, -64.988930
165.300000, 2, -35.430275
165.300000, 3, -70.249992
165.400000, 0, -70.821945
165.400000, 1, -64.964439
165.400000, 2, -32.135674
165.400000, 3, -70.336708
165.500000, 0, -70.763245
165.500000, 1, -64.927086
165.500000, 2, -28.015738
165.500000, 3, -70.413712
165.600000, 0, -70.704407
165.600000, 1, -64.877373
165.600000, 2, -22.717834
165.600000, 3, -70.481583
165.700000, 0, -70.645439
165.700000, 1, -64.815804
165.700000, 2, -15.661031
165.700000, 3, -70.540855
165.800000, 0, -70.586327
165.800000, 1, -64.742867
165.800000, 2, -5.821396
165.800000, 3, -70.592049
165.900000, 0, -70.527092
165.900000, 1, -64.658997
165.900000, 2, 8.772404
165.900000, 3, -70.635674
166.000000, 0, -70.467728
166.000000, 1, -64.564613
166.000000, 2, 32.401085
166.000000, 3, -70.672211
166.100000, 0, -70.408234
166.100000, 1, -64.460106
166.100000, 2, -49.387817
166.100000, 3, -70.702118
166.200000, 0, -70.348610
166.200000, 1, -64.345818
166.200000, 2, -48.708900
166.200000, 3, -70.725830
166.300000, 0, -70.288849
166.300000, 1, -64.222092
166.300000, 2, -47.952415
166.300000, 3, -70.743752
166.400000, 0, -70.228958
166.400000, 1, -64.089211
166.400000, 2, -47.105030
166.400000, 3, -70.756271
166.500000, 0, -70.168938
166.500000, 1, -63.947422
166.500000, 2, -46.150135
166.500000, 3, -70.763756
166.600000, 0, -70.108795
166.600000, 1, -63.796955
166.600000, 2, -45.066814
166.600000, 3, -70.766548
166.700000, 0, -70.048515
166.700000, 1, -63.637997
166.700000, 2, -43.828335
166.700000, 3, -70.764961
166.800000, 0, -69.988106
166.800000, 1, -63.470699
166.800000, 2, -42.399998
166.800000, 3, -70.759308
166.900000, 0, -69.927559
166.900000, 1, -63.295181
166.900000, 2, -40.735973
166.900000, 3, -70.749863
167.000000, 0, -69.866875
167.000000, 1, -63.111523
167.000000, 2, -38.774498
167.000000, 3, -70.736893
167.100000, 0, -69.806061
167.100000, 1, -62.919769
167.100000, 2, -36.430378
167.100000, 3, -70.720642
167.200000, 0, -69.745110
167.200000, 1, -62.719925
167.200000, 2, -33.582870
167.200000, 3, -70.701340
167.300000, 0, -69.684021
167.300000, 1, -62.511951
167.300000, 2, -30.055296
167.300000, 3, -70.679199
167.400000, 0, -69.622780
167.400000, 1, -62.295780
167.400000, 2, -25.578993
167.400000, 3, -70.654419
167.500000, 0, -69.561394
167.500000, 1, -62.071289
167.500000, 2, -19.725853
167.500000, 3, -70.627174
167.600000, 0, -69.499863
167.600000, 1, -61.838314
167.600000, 2, -11.772631
167.600000, 3, -70.597641
167.700000, 0, -69.438187
167.700000, 1, -61.596642
167.700000, 2, -0.402437
167.700000, 3, -70.565979
167.800000, 0, -69.376358
167.800000, 1, -61.346012
167.800000, 2, 17.033230
167.800000, 3, -70.532333
167.900000, 0, -69.314369
167.900000, 1, -61.086109
167.900000, 2, 46.651443
167.900000, 3, -70.496834
168.000000, 0, -69.252228
168.000000, 1, -60.816551
168.000000, 2, -49.595459
168.000000, 3, -70.459610
168.100000, 0, -69.189919
168.100000, 1, -60.536892
168.100000, 2, -49.145962
168.100000, 3, -70.420784
168.200000, 0, -69.127449
168.200000, 1, -60.246616
168.200000, 2, -48.645168
168.200000, 3, -70.380463
168.300000, 0, -69.064812
168.300000, 1, -59.945129
168.300000, 2, -48.085491
168.300000, 3, -70.338737
168.400000, 0, -69.001999
168.400000, 1, -59.631748
168.400000, 2, -47.457752
168.400000, 3, -70.295708
168.500000, 0, -68.939018
168.500000, 1, -59.305687
168.500000, 2, -46.750763
168.500000, 3, -70.251457
168.600000, 0, -68.875862
168.600000, 1, -58.966049
168.600000, 2, -45.950737
168.600000, 3, -70.206062
168.700000, 0, -68.812515
168.700000, 1, -58.611809
168.700000, 2, -45.040497
168.700000, 3, -70.159599
168.800000, 0, -68.748985
168.800000, 1, -58.241791
168.800000, 2, -43.998360
168.800000, 3, -70.112129
168.900000, 0, -68.685265
168.900000, 1, -57.854652
168.900000, 2, -42.796566
168.900000, 3, -70.063713
169.000000, 0, -68.621353
169.000000, 1, -57.448860
169.000000, 2, -41.399025
169.000000, 3, -70.014420
169.100000, 0, -68.557236
169.100000, 1, -57.022644
169.100000, 2, -39.757946
169.100000, 3, -69.964294
169.200000, 0, -68.492920
169.200000, 1, -56.573982
169.200000, 2, -37.808739
169.200000, 3, -69.913383
169.300000, 0, -68.428391
169.300000, 1, -56.100517
169.300000, 2, -35.462002
169.300000, 3, -69.861732
169.400000, 0, -68.363655
169.400000, 1, -55.599537
169.400000, 2, -32.590519
169.400000, 3, -69.809387
169.500000, 0, -68.298691
169.500000, 1, -55.067871
169.500000, 2, -29.007217
169.500000, 3, -69.756386
169.600000, 0, -68.233505
169.600000, 1, -54.501823
169.600000, 2, -24.425936
169.600000, 3, -69.702759
169.700000, 0, -68.168098
169.700000, 1, -53.897034
169.700000, 2, -18.387291
169.700000, 3, -69.648537
169.800000, 0, -68.102455
169.800000, 1, -53.248341
169.800000, 2, -10.107884
169.800000, 3, -69.593758
169.900000, 0, -68.036568
169.900000, 1, -52.549603
169.900000, 2, 1.856323
169.900000, 3, -69.538437
170.000000, 0, -67.970436
170.000000, 1, -51.793457
170.000000, 2, 20.458481
170.000000, 3, -69.482605
170.100000, 0, -67.904053
170.100000, 1, -50.970989
170.100000, 2, 52.685051
170.100000, 3, -69.426285
170.200000, 0, -67.837410
170.200000, 1, -50.071316
170.200000, 2, -49.783573
170.200000, 3, -69.369492
170.300000, 0, -67.770500
170.300000, 1, -49.081028
170.300000, 2, -49.541451
170.300000, 3, -69.312256
170.400000, 0, -67.703323
170.400000, 1, -47.983410
170.400000, 2, -49.270512
170.400000, 3, -69.254578
170.500000, 0, -67.635872
170.500000, 1, -46.757374
170.500000, 2, -48.967140
170.500000, 3, -69.196487
170.600000, 0, -67.568138
170.600000, 1, -45.375935
170.600000, 2, -48.627106
170.600000, 3, -69.137993
170.700000, 0, -67.500107
170.700000, 1, -43.804039
170.700000, 2, -48.245445
170.700000, 3, -69.079109
170.800000, 0, -67.431778
170.800000, 1, -41.995316
170.800000, 2, -47.816284
170.800000, 3, -69.019852
170.900000, 0, -67.363136
170.900000, 1, -39.887192
170.900000, 2, -47.332615
170.900000, 3, -68.960228
171.000000, 0, -67.294182
171.000000, 1, -37.393219
171.000000, 2, -46.786015
171.000000, 3, -68.900238
171.100000, 0, -67.224907
171.100000, 1, -34.390667
171.100000, 2, -46.166271
171.100000, 3, -68.839905
171.200000, 0, -67.155296
171.200000, 1, -30.699589
171.200000, 2, -45.460861
171.200000, 3, -68.779221
171.300000, 0, -67.085350
171.300000, 1, -26.045704
171.300000, 2, -44.654278
171.300000, 3, -68.718208
171.400000, 0, -67.015045
171.400000, 1, -19.990721
171.400000, 2, -43.727085
171.400000, 3, -68.656860
171.500000, 0, -66.944382
171.500000, 1, -11.791594
171.500000, 2, -42.654583
171.500000, 3, -68.595184
171.600000, 0, -66.873360
171.600000, 1, -0.089318
171.600000, 2, -41.404919
171.600000, 3, -68.533188
171.700000, 0, -66.801956
171.700000, 1, 17.865677
171.700000, 2, -39.936295
171.700000, 3, -68.470871
171.800000, 0, -66.730164
171.800000, 1, 48.477768
171.800000, 2, -38.192806
171.800000, 3, -68.408241
171.900000, 0, -66.657974
171.900000, 1, -64.966248
171.900000, 2, -36.098011
171.900000, 3, -68.345291
172.000000, 0, -66.585373
172.000000, 1, -64.919983
172.000000, 2, -33.544617
172.000000, 3, -68.282028
172.100000, 0, -66.512352
172.100000, 1, -64.861717
172.100000, 2, -30.377439
172.100000, 3, -68.218452
172.200000, 0, -66.438896
172.200000, 1, -64.791931
172.200000, 2, -26.363743
172.200000, 3, -68.154572
172.300000, 0, -66.364998
172.300000, 1, -64.711082
172.300000, 2, -21.138876
172.300000, 3, -68.090378
172.400000, 0, -66.290642
172.400000, 1, -64.619606
172.400000, 2, -14.099689
172.400000, 3, -68.025871
172.500000, 0, -66.215813
172.500000, 1, -64.517899
172.500000, 2, -4.177548
172.500000, 3, -67.961044
172.600000, 0, -66.140503
172.600000, 1, -64.406326
172.600000, 2, 10.699437
172.600000, 3, -67.895905
172.700000, 0, -66.064690
172.700000, 1, -64.285217
172.700000, 2, 35.074955
172.700000, 3, -67.830444
172.800000, 0, -65.988373
172.800000, 1, -64.154892
172.800000, 2, -49.940956
172.800000, 3, -67.764664
172.900000, 0, -65.911522
172.900000, 1, -64.015602
172.900000, 2, -49.871986
172.900000, 3, -67.698563
173.000000, 0, -65.834129
173.000000, 1, -63.867588
173.000000, 2, -49.792049
173.000000, 3, -67.632133
173.100000, 0, -65.756172
173.100000, 1, -63.711048
173.100000, 2, -49.699974
173.100000, 3, -67.565369
173.200000, 0, -65.677643
173.200000, 1, -63.546146
173.200000, 2, -49.594452
173.200000, 3, -67.498268
173.300000, 0, -65.598526
173.300000, 1, -63.373016
173.300000, 2, -49.474010
173.300000, 3, -67.430832
173.400000, 0, -65.518791
173.400000, 1, -63.191746
173.400000, 2, -49.336975
173.400000, 3, -67.363037
173.500000, 0, -65.438431
173.500000, 1, -63.002396
173.500000, 2, -49.181446
173.500000, 3, -67.294899
173.600000, 0, -65.357422
173.600000, 1, -62.804981
173.600000, 2, -49.005260
173.600000, 3, -67.226402
173.700000, 0, -65.275742
173.700000, 1, -62.599480
173.700000, 2, -48.805943
173.700000, 3, -67.157539
173.800000, 0, -65.193375
173.800000, 1, -62.385838
173.800000, 2, -48.580635
173.800000, 3, -67.088303
173.900000, 0, -65.110291
173.900000, 1, -62.163944
173.900000, 2, -48.326038
173.900000, 3, -67.018692
174.000000, 0, -65.026466
174.000000, 1, -61.933655
174.000000, 2, -48.038315
174.000000, 3, -66.948692
174.100000, 0, -64.941887
174.100000, 1, -61.694778
174.100000, 2, -47.712978
174.100000, 3, -66.878304
174.200000, 0, -64.856529
174.200000, 1, -61.447063
174.200000, 2, -47.344734
174.200000, 3, -66.807518
174.300000, 0, -64.770355
174.300000, 1, -61.190212
174.300000, 2, -46.927315
174.300000, 3, -66.736320
174.400000, 0, -64.683342
174.400000, 1, -60.923874
174.400000, 2, -46.453224
174.400000, 3, -66.664703
174.500000, 0, -64.595467
174.500000, 1, -60.647621
174.500000, 2, -45.913418
174.500000, 3, -66.592659
174.600000, 0, -64.506691
174.600000, 1, -60.360970
174.600000, 2, -45.296906
174.600000, 3, -66.520180
174.700000, 0, -64.416992
174.700000, 1, -60.063354
174.700000, 2, -44.590160
174.700000, 3, -66.447243
174.800000, 0, -64.326332
174.800000, 1, -59.754120
174.800000, 2, -43.776382
174.800000, 3, -66.373848
174.900000, 0, -64.234673
174.900000, 1, -59.432522
174.900000, 2, -42.834408
174.900000, 3, -66.299980
175.000000, 0, -64.141991
175.000000, 1, -59.097702
175.000000, 2, -41.737225
175.000000, 3, -66.225624
175.100000, 0, -64.048241
175.100000, 1, -58.748684
175.100000, 2, -40.449802
175.100000, 3, -66.150780
175.200000, 0, -63.953381
175.200000, 1, -58.384350
175.200000, 2, -38.925900
175.200000, 3, -66.075424
175.300000, 0, -63.857372
175.300000, 1, -58.003426
175.300000, 2, -37.103199
175.300000, 3, -65.999550
175.400000, 0, -63.760174
175.400000, 1, -57.604446
175.400000, 2, -34.895775
175.400000, 3, -65.923134
175.500000, 0, -63.661739
175.500000, 1, -57.185734
175.500000, 2, -32.181831
175.500000, 3, -65.846169
175.600000, 0, -63.562019
175.600000, 1, -56.745361
175.600000, 2, -28.783096
175.600000, 3, -65.768639
175.700000, 0, -63.460964
175.700000, 1, -56.281105
175.700000, 2, -24.428360
175.700000, 3, -65.690521
175.800000, 0, -63.358521
175.800000, 1, -55.790390
175.800000, 2, -18.685122
175.800000, 3, -65.611801
175.900000, 0, -63.254635
175.900000, 1, -55.270222
175.900000, 2, -10.821952
175.900000, 3, -65.532471
176.000000, 0, -63.149242
176.000000, 1, -54.717102
176.000000, 2, 0.494918
176.000000, 3, -65.452507
176.100000, 0, -63.042290
176.100000, 1, -54.126934
176.100000, 2, 17.953564
176.100000, 3, -65.371887
176.200000, 0, -62.933704
176.200000, 1, -53.494873
176.200000, 2, 47.781536
176.200000, 3, -65.290596
176.300000, 0, -62.823418
176.300000, 1, -52.815166
176.300000, 2, -50.056427
176.300000, 3, -65.208611
176.400000, 0, -62.711357
176.400000, 1, -52.080929
176.400000, 2, -50.114288
176.400000, 3, -65.125908
176.500000, 0, -62.597446
176.500000, 1, -51.283855
176.500000, 2, -50.173721
176.500000, 3, -65.042465
176.600000, 0, -62.481598
176.600000, 1, -50.413845
176.600000, 2, -50.234867
176.600000, 3, -64.958267
176.700000, 0, -62.363724
176.700000, 1, -49.458500
176.700000, 2, -50.297882
176.700000, 3, -64.873283
176.800000, 0, -62.243732
176.800000, 1, -48.402420
176.800000, 2, -50.362930
176.800000, 3, -64.787491
176.900000, 0, -62.121525
176.900000, 1, -47.226276
176.900000, 2, -50.430195
176.900000, 3, -64.700851
177.000000, 0, -61.996998
177.000000, 1, -45.905468
177.000000, 2, -50.499874
177.000000, 3, -64.613358
177.100000, 0, -61.870033
177.100000, 1, -44.408215
177.100000, 2, -50.572174
177.100000, 3, -64.524956
177.200000, 0, -61.740513
177.200000, 1, -42.692772
177.200000, 2, -50.647324
177.200000, 3, -64.435638
177.300000, 0, -61.608307
177.300000, 1, -40.703239
177.300000, 2, -50.725563
177.300000, 3, -64.345360
177.400000, 0, -61.473282
177.400000, 1, -38.363083
177.400000, 2, -50.807152
177.400000, 3, -64.254097
177.500000, 0, -61.335289
177.500000, 1, -35.564793
177.500000, 2, -50.892372
177.500000, 3, -64.161804
177.600000, 0, -61.194168
177.600000, 1, -32.152683
177.600000, 2, -50.981522
177.600000, 3, -64.068451
177.700000, 0, -61.049751
177.700000, 1, -27.893038
177.700000, 2, -51.074921
177.700000, 3, -63.973999
177.800000, 0, -60.901859
177.800000, 1, -22.419239
177.800000, 2, -51.172909
177.800000, 3, -63.878403
177.900000, 0, -60.750294
177.900000, 1, -15.124117
177.900000, 2, -51.275845
177.900000, 3, -63.781624
178.000000, 0, -60.594841
178.000000, 1, -4.930316
178.000000, 2, -51.384106
178.000000, 3, -63.683613
178.100000, 0, -60.435280
178.100000, 1, 10.254801
178.100000, 2, -51.498100
178.100000, 3, -63.584328
178.200000, 0, -60.271358
178.200000, 1, 35.031540
178.200000, 2, -51.618248
178.200000, 3, -63.483719
178.300000, 0, -60.102810
178.300000, 1, -64.950752
